Timestamp,Email address,dummy name,Age,Gender,Category,Parental Education,Hometown Area,Family annual income,Guidance from family,Family member in same field,Percentage in 10th,Percentage in 12th ,Medium studied in?,CPI in graduation,Course,College type,Attendance in class,Living arrangement ,Participation in class,Homework submission,Preparation level,Study hours,Educational Technology,Internet Usage,Weekend plans,Study technique,Study environment,Learning style,Study Group Size,Sleeping time,Extracurricular Activities,Your class buddy friend,Relationship Status in last sem,Last Sem CPI
03/08/2024 14:13:00,,Saurabh ,19-25,Male,General,Tertiary (graduation or above),Rural,2.5 - 5 lakh,no,No,60-70%,Above 90%,English,7.4,B.ed,Regional and private collages,90%,Hostel room,never,missed some homeworks didn't complete,80% (Class notes + assignments),5+,Yes,2-4 hours,almost sleeping all day,summarizing and making short notes,home (self),from Professor in the class,2,12am or before,yes,almost same as you in study,Single,4.0
02/08/2024 06:15:03,,Smriti ,19-25,Female,St/Sc,Secondary (9-12),Rural,5 - 10 lakh,yes,No,80-90%,80-90%,Hindi,8.29,M.A,IIT,80%,Hostel room,frequently (almost daily ),on the due date (night before),80% (Class notes + assignments),3-5 hours,No,1-2 hours,almost sleeping all day,revising the whole notes without short notes,library (self),reading from books,3,12am or before,yes,almost same as you in study,Single,9.536
17/08/2024 10:52:52,,Chintu ,19-25,Female,General,Secondary (9-12),Urban,2.5 - 5 lakh,yes,No,80-90%,80-90%,English,9.73,M.sc.,IIT,90%,Home,once in a while,on the due date (night before),50% (assignments  or class notes only),2 hours or less,Yes,2-4 hours,Going out side with friends,summarizing and making short notes,home (self),reading from books,2,12am or before,no,almost same as you in study,Single,10.0
03/08/2024 18:17:52,,DummyNames,19-25,Male,General,Tertiary (graduation or above),Rural,Below 1 lakh,no,No,80-90%,60-70%,Hindi,5.0,B.tech,IIT,70%,Hostel room,never,missed some homeworks didn't complete,80% (Class notes + assignments),5+,Yes,2-4 hours,almost sleeping all day,practice by writting,home (group study),reading from books,2,1am,yes,better than you in study,Single,6.377
02/08/2024 06:15:03,,String theory,19-25,Female,General,Tertiary (graduation or above),Rural,above 10 lakh,yes,No,Above 90%,80-90%,English,5.0,Ett,Regional and private collages,70%,Home,frequently (almost daily ),2 or more days before due date,100% (class notes + assignments + book's que),2 hours or less,Yes,2-4 hours,Netflix and Chill,practice by writting,home (self),reading from books,3,12am or before,yes,better than you in study,Healthy Relationship,6.599
03/08/2024 16:58:49,,Gurpreet Kamboj,0-18,Male,General,Tertiary (graduation or above),Rural,1 - 2.5 lakh,no,No,Above 90%,80-90%,English,5.0,B.tech,Regional and private collages,didn't attended classes properly,Hostel room,never,missed some homeworks didn't complete,50% (assignments  or class notes only),3-5 hours,No,1-2 hours,Going out side with friends,summarizing and making short notes,home (self),reading from books,2,12am or before,yes,almost same as you in study,Healthy Relationship,7.162
03/08/2024 18:18:10,,Kashish ,above 25,Male,General,Tertiary (graduation or above),Urban,Below 1 lakh,yes,No,Above 90%,80-90%,Hindi,8.61,B.tech,IIT,90%,PG room,frequently (almost daily ),on the due date (night before),80% (Class notes + assignments),3-5 hours,Yes,2-4 hours,Going out side with friends,revising the whole notes without short notes,home (self),from Professor in the class,4,12am or before,yes,better than you in study,Single,9.913
20/08/2024 22:20:30,,Shivam Singh,19-25,Male,St/Sc,Tertiary (graduation or above),Semi-Urban,2.5 - 5 lakh,no,No,Above 90%,80-90%,Hindi,5.0,B.sc.,Regional and private collages,80%,Hostel room,frequently (almost daily ),on the due date (night before),100% (class notes + assignments + book's que),2 hours or less,No,5+,Going out side with friends,summarizing and making short notes,home (self),reading from books,2,2 am,yes,better than you in study,Healthy Relationship,9.203
01/08/2024 20:32:23,,Harpreet ,above 25,Male,General,Primary (1-8),Rural,5 - 10 lakh,no,No,Above 90%,80-90%,"Regional languages (like Bangla, Oriya etc)",7.5,M.sc.,Regional and private collages,70%,Hostel room,once in a while,on the due date (night before),10% (nothing much),5+,No,5+,Going out side with friends,summarizing and making short notes,home (self),reading from books,4,2 am,no,almost same as you in study,Healthy Relationship,4.701
02/08/2024 08:13:32,,Genghis,19-25,Female,General,Tertiary (graduation or above),Rural,Below 1 lakh,yes,No,80-90%,Above 90%,Hindi,6.12,B.tech,IIT,90%,Home,frequently (almost daily ),on the due date (night before),80% (Class notes + assignments),2 hours or less,No,2-4 hours,Going out side with friends,revising the whole notes without short notes,home (self),from Professor in the class,more than 4,12am or before,yes,almost same as you in study,Single,6.14
17/08/2024 15:46:45,,Mansi,19-25,Female,St/Sc,Tertiary (graduation or above),Rural,Below 1 lakh,yes,No,80-90%,70-80%,Hindi,9.73,B.sc.,"Reputed University (like BHU, DU etc)",70%,Hostel room,frequently (almost daily ),2 or more days before due date,80% (Class notes + assignments),5+,No,2-4 hours,Netflix and Chill,practice by writting,home (self),from Professor in the class,3,2 am,yes,better than you in study,Single,10.0
04/08/2024 16:57:09,,Vairab,0-18,Female,St/Sc,Tertiary (graduation or above),Urban,above 10 lakh,yes,No,60-70%,70-80%,English,6.17,M.sc.,IIT,90%,Hostel room,never,missed some homeworks didn't complete,10% (nothing much),2 hours or less,Yes,1-2 hours,revising the week's study material,revising the whole notes without short notes,library (self),from Professor in the class,2,12am or before,yes,better than you in study,Healthy Relationship,4.775
11/08/2024 05:31:27,,Anonymous ,19-25,Female,OBC,Tertiary (graduation or above),Rural,5 - 10 lakh,no,No,80-90%,60-70%,Hindi,7.23,Cosmetology ,Regional and private collages,90%,Hostel room,once in a while,on the due date (night before),80% (Class notes + assignments),2 hours or less,Yes,1-2 hours,Going out side with friends,revising the whole notes without short notes,library (self),from youtube or some online platforms,3,1am,yes,better than you in study,Healthy Relationship,10.0
03/08/2024 18:18:10,,Roman Kumar ,19-25,Female,General,Tertiary (graduation or above),Rural,2.5 - 5 lakh,yes,No,80-90%,Above 90%,Hindi,7.46,Law,"Reputed University (like BHU, DU etc)",90%,Hostel room,never,2 or more days before due date,50% (assignments  or class notes only),3-5 hours,No,1-2 hours,almost sleeping all day,summarizing and making short notes,library (self),from Professor in the class,2,12am or before,yes,almost same as you in study,Single,8.812
01/08/2024 12:40:13,,Gurpreet Kamboj,19-25,Female,General,Tertiary (graduation or above),Rural,Below 1 lakh,yes,No,60-70%,Above 90%,English,5.0,B.tech,"Reputed University (like BHU, DU etc)",70%,Hostel room,frequently (almost daily ),2 or more days before due date,50% (assignments  or class notes only),2 hours or less,No,2-4 hours,almost sleeping all day,revising the whole notes without short notes,home (group study),reading from books,3,2 am,yes,better than you in study,Toxic Relationship,8.767
02/08/2024 12:40:52,,Shivani,0-18,Female,General,Tertiary (graduation or above),Rural,5 - 10 lakh,yes,No,80-90%,60-70%,English,5.0,B.sc.,"Reputed University (like BHU, DU etc)",80%,Home,frequently (almost daily ),2 or more days before due date,80% (Class notes + assignments),2 hours or less,Yes,2-4 hours,Netflix and Chill,revising the whole notes without short notes,library (self),reading from books,2,12am or before,no,almost same as you in study,Single,7.521
01/08/2024 17:16:04,,Gagandeep kaur ,19-25,Female,OBC,Tertiary (graduation or above),Rural,2.5 - 5 lakh,no,No,60-70%,Above 90%,English,5.0,M.A,"Reputed University (like BHU, DU etc)",70%,Hostel room,once in a while,on the due date (night before),100% (class notes + assignments + book's que),5+,No,2-4 hours,Netflix and Chill,revising the whole notes without short notes,home (group study),from Professor in the class,4,2 am,yes,better than you in study,Single,5.323
01/08/2024 17:23:49,,Shivani,19-25,Female,OBC,Secondary (9-12),Urban,1 - 2.5 lakh,no,No,80-90%,70-80%,English,6.13,M.sc.,IIT,90%,Hostel room,never,2 or more days before due date,80% (Class notes + assignments),3-5 hours,Yes,2-4 hours,Going out side with friends,summarizing and making short notes,home (self),reading from books,4,12am or before,yes,better than you in study,Single,10.0
01/08/2024 17:30:47,,Ankush,19-25,Male,St/Sc,Tertiary (graduation or above),Rural,2.5 - 5 lakh,no,No,Above 90%,80-90%,Hindi,5.35,Government employee,Regional and private collages,80%,Hostel room,frequently (almost daily ),on the due date (night before),80% (Class notes + assignments),3-5 hours,No,2-4 hours,Going out side with friends,practice by writting,home (self),reading from books,Alone (don't study in group),12am or before,yes,better than you in study,Single,9.904
01/08/2024 16:23:34,,Vaibhav,19-25,Male,St/Sc,Tertiary (graduation or above),Urban,Below 1 lakh,no,No,80-90%,70-80%,English,5.63,Ett,"Reputed University (like BHU, DU etc)",80%,Hostel room,once in a while,missed some homeworks didn't complete,50% (assignments  or class notes only),2 hours or less,No,0 hours,almost sleeping all day,revising the whole notes without short notes,home (self),from youtube or some online platforms,2,1am,yes,almost same as you in study,Healthy Relationship,5.181
02/08/2024 13:43:10,,Saurabh ,19-25,Female,General,Secondary (9-12),Rural,2.5 - 5 lakh,yes,No,60-70%,60-70%,Hindi,6.19,B.sc.,IIT,80%,Hostel room,once in a while,2 or more days before due date,50% (assignments  or class notes only),5+,Yes,2-4 hours,almost sleeping all day,practice by writting,library (self),from Professor in the class,Alone (don't study in group),1am,yes,better than you in study,Single,9.645
06/08/2024 19:09:59,,Roshani,19-25,Female,other (PWD),Tertiary (graduation or above),Rural,2.5 - 5 lakh,yes,No,80-90%,Above 90%,Hindi,5.16,Law,IIT,90%,Hostel room,frequently (almost daily ),missed some homeworks didn't complete,10% (nothing much),3-5 hours,Yes,5+,Netflix and Chill,revising the whole notes without short notes,library (self),from Professor in the class,3,12am or before,yes,better than you in study,Single,10.0
03/08/2024 16:58:49,,Navv,19-25,Male,OBC,Tertiary (graduation or above),Rural,5 - 10 lakh,yes,No,80-90%,70-80%,Hindi,5.0,Law,"Reputed University (like BHU, DU etc)",90%,Hostel room,frequently (almost daily ),on the due date (night before),80% (Class notes + assignments),2 hours or less,No,2-4 hours,Going out side with friends,practice by writting,home (self),from Professor in the class,2,12am or before,yes,almost same as you in study,Single,10.0
03/08/2024 18:18:10,,Akshita ,19-25,Male,St/Sc,Tertiary (graduation or above),Rural,above 10 lakh,no,No,Above 90%,Above 90%,English,5.61,M.sc.,IIT,70%,Hostel room,frequently (almost daily ),missed some homeworks didn't complete,80% (Class notes + assignments),2 hours or less,Yes,2-4 hours,almost sleeping all day,summarizing and making short notes,library (self),from friends after the class,4,12am or before,yes,almost same as you in study,Healthy Relationship,5.154
01/08/2024 17:16:04,,Vosu Mittal ,19-25,Male,OBC,Tertiary (graduation or above),Rural,5 - 10 lakh,yes,No,80-90%,Above 90%,English,6.09,M.sc.,Regional and private collages,80%,Other,frequently (almost daily ),2 or more days before due date,50% (assignments  or class notes only),5+,No,1-2 hours,Going out side with friends,practice by writting,library (self),from Professor in the class,Alone (don't study in group),1am,yes,better than you in study,Single,10.0
04/08/2024 08:23:34,,Roshani,19-25,Male,General,Tertiary (graduation or above),Semi-Urban,5 - 10 lakh,no,No,60-70%,80-90%,Hindi,5.0,B.Ed.,NIT,90%,Hostel room,frequently (almost daily ),2 or more days before due date,80% (Class notes + assignments),2 hours or less,No,2-4 hours,almost sleeping all day,summarizing and making short notes,home (self),reading from books,3,2 am,yes,almost same as you in study,Single,9.032
01/08/2024 17:30:47,,Hema Thakur,19-25,Female,General,Tertiary (graduation or above),Rural,2.5 - 5 lakh,no,Yes,80-90%,60-70%,English,8.32,B.sc.,IIT,90%,Hostel room,once in a while,on the due date (night before),80% (Class notes + assignments),2 hours or less,No,5+,Going out side with friends,summarizing and making short notes,home (self),from youtube or some online platforms,2,1am,yes,almost same as you in study,Single,10.0
01/08/2024 12:43:23,,virat,19-25,Female,General,Tertiary (graduation or above),Rural,Below 1 lakh,yes,No,80-90%,70-80%,English,9.73,Phd,Regional and private collages,90%,Hostel room,frequently (almost daily ),on the due date (night before),10% (nothing much),2 hours or less,No,0 hours,almost sleeping all day,revising the whole notes without short notes,library (self),reading from books,3,12am or before,yes,almost same as you in study,Healthy Relationship,10.0
01/08/2024 20:29:23,,Priya,19-25,Female,OBC,Secondary (9-12),Rural,5 - 10 lakh,no,No,80-90%,80-90%,Hindi,7.1,M.sc.,IIT,didn't attended classes properly,Home,never,on the due date (night before),100% (class notes + assignments + book's que),2 hours or less,Yes,2-4 hours,Netflix and Chill,practice by writting,home (self),from youtube or some online platforms,3,3 am or later,yes,almost same as you in study,Toxic Relationship,10.0
16/08/2024 23:07:29,,Shivangi,above 25,Female,General,Tertiary (graduation or above),Semi-Urban,1 - 2.5 lakh,no,No,Above 90%,80-90%,"Regional languages (like Bangla, Oriya etc)",5.0,Economics ,NIT,didn't attended classes properly,Hostel room,frequently (almost daily ),missed some homeworks didn't complete,80% (Class notes + assignments),2 hours or less,Yes,2-4 hours,Going out side with friends,revising the whole notes without short notes,home (self),reading from books,2,2 am,yes,almost same as you in study,Healthy Relationship,10.0
01/08/2024 17:16:04,,Professor,19-25,Female,OBC,Secondary (9-12),Semi-Urban,above 10 lakh,yes,No,80-90%,Above 90%,English,5.83,M.sc.,IIT,90%,Hostel room,never,on the due date (night before),100% (class notes + assignments + book's que),3-5 hours,No,5+,Going out side with friends,revising the whole notes without short notes,home (self),reading from books,4,12am or before,no,almost same as you in study,Toxic Relationship,9.14
01/08/2024 13:02:08,,Raman,19-25,Female,General,Tertiary (graduation or above),Semi-Urban,above 10 lakh,no,No,80-90%,Above 90%,English,9.73,M.sc.,IIT,90%,Hostel room,frequently (almost daily ),on the due date (night before),50% (assignments  or class notes only),2 hours or less,Yes,1-2 hours,almost sleeping all day,practice by writting,home (self),reading from books,Alone (don't study in group),12am or before,yes,almost same as you in study,Single,10.0
03/08/2024 14:16:35,,Priya,19-25,Female,General,Tertiary (graduation or above),Rural,1 - 2.5 lakh,no,No,Above 90%,80-90%,Hindi,5.0,B.tech,Regional and private collages,90%,Hostel room,frequently (almost daily ),missed some homeworks didn't complete,80% (Class notes + assignments),2 hours or less,Yes,2-4 hours,almost sleeping all day,revising the whole notes without short notes,home (self),from friends after the class,3,2 am,yes,almost same as you in study,Healthy Relationship,4.0
03/08/2024 17:34:05,,Gita,19-25,Male,OBC,Tertiary (graduation or above),Urban,Below 1 lakh,no,Yes,70-80%,Above 90%,English,9.12,MA,IIT,90%,Hostel room,never,2 or more days before due date,80% (Class notes + assignments),3-5 hours,Yes,1-2 hours,Netflix and Chill,revising the whole notes without short notes,home (self),from youtube or some online platforms,3,2 am,yes,better than you in study,Healthy Relationship,10.0
01/08/2024 22:13:40,,Dummy name,above 25,Male,General,Tertiary (graduation or above),Rural,Below 1 lakh,no,No,80-90%,70-80%,English,9.73,B.tech,IIT,90%,PG room,once in a while,2 or more days before due date,10% (nothing much),2 hours or less,Yes,1-2 hours,almost sleeping all day,revising the whole notes without short notes,home (self),from youtube or some online platforms,2,2 am,yes,worse than you in study,Single,9.01
03/08/2024 16:58:49,,Ankit,above 25,Male,OBC,Tertiary (graduation or above),Rural,above 10 lakh,yes,No,Above 90%,80-90%,English,5.0,M.sc.,NIT,didn't attended classes properly,Hostel room,never,on the due date (night before),100% (class notes + assignments + book's que),2 hours or less,No,1-2 hours,Going out side with friends,revising the whole notes without short notes,library (self),from friends after the class,2,2 am,yes,almost same as you in study,Healthy Relationship,5.309
01/08/2024 18:16:40,,Subhajit Kundu,19-25,Male,St/Sc,Tertiary (graduation or above),Rural,above 10 lakh,no,No,Above 90%,80-90%,Hindi,5.62,Government employee,Regional and private collages,80%,Hostel room,never,2 or more days before due date,80% (Class notes + assignments),3-5 hours,No,1-2 hours,almost sleeping all day,practice by writting,home (self),from youtube or some online platforms,3,12am or before,yes,better than you in study,Healthy Relationship,10.0
16/08/2024 23:07:29,,Navdeep joshi,19-25,Male,OBC,Tertiary (graduation or above),Rural,above 10 lakh,no,Yes,80-90%,Above 90%,Hindi,5.0,MA (JMC),"Reputed University (like BHU, DU etc)",80%,Home,once in a while,on the due date (night before),80% (Class notes + assignments),3-5 hours,No,5+,revising the week's study material,practice by writting,library (self),reading from books,2,1am,yes,almost same as you in study,Healthy Relationship,4.994
04/08/2024 16:57:09,,Raman,19-25,Male,General,Tertiary (graduation or above),Rural,above 10 lakh,no,No,80-90%,Above 90%,English,8.53,M.sc.,"Reputed University (like BHU, DU etc)",90%,Hostel room,never,on the due date (night before),80% (Class notes + assignments),3-5 hours,Yes,2-4 hours,almost sleeping all day,revising the whole notes without short notes,library (group study),from friends after the class,2,12am or before,yes,almost same as you in study,Single,4.0
02/08/2024 00:33:56,,Yash,19-25,Female,General,Tertiary (graduation or above),Rural,2.5 - 5 lakh,no,No,80-90%,Above 90%,English,7.37,Economics ,"Reputed University (like BHU, DU etc)",90%,Hostel room,once in a while,on the due date (night before),80% (Class notes + assignments),3-5 hours,No,2-4 hours,almost sleeping all day,summarizing and making short notes,home (self),reading from books,2,1am,no,almost same as you in study,Toxic Relationship,10.0
01/08/2024 17:37:47,,Professor,19-25,Male,OBC,Tertiary (graduation or above),Rural,above 10 lakh,no,No,80-90%,80-90%,English,9.73,B.tech,Regional and private collages,70%,Hostel room,frequently (almost daily ),on the due date (night before),80% (Class notes + assignments),3-5 hours,No,2-4 hours,revising the week's study material,revising the whole notes without short notes,home (self),from Professor in the class,Alone (don't study in group),12am or before,yes,almost same as you in study,Healthy Relationship,8.169
01/08/2024 22:13:40,,virat,0-18,Male,St/Sc,Tertiary (graduation or above),Rural,Below 1 lakh,yes,No,80-90%,70-80%,Hindi,9.73,B.tech,IIT,90%,Hostel room,frequently (almost daily ),2 or more days before due date,80% (Class notes + assignments),5+,Yes,2-4 hours,Going out side with friends,practice by writting,library (self),from youtube or some online platforms,2,1am,yes,almost same as you in study,Single,10.0
03/08/2024 19:46:09,,Paras,0-18,Female,OBC,Tertiary (graduation or above),Rural,Below 1 lakh,yes,No,80-90%,Above 90%,"Regional languages (like Bangla, Oriya etc)",6.08,M.sc.,"Reputed University (like BHU, DU etc)",90%,Hostel room,never,on the due date (night before),10% (nothing much),5+,Yes,2-4 hours,almost sleeping all day,revising the whole notes without short notes,home (self),reading from books,Alone (don't study in group),3 am or later,yes,almost same as you in study,Single,7.27
17/08/2024 00:19:56,,Shivani Thakur,19-25,Male,General,Tertiary (graduation or above),Urban,above 10 lakh,yes,Yes,80-90%,Above 90%,English,8.25,M.sc.,Regional and private collages,90%,Hostel room,frequently (almost daily ),2 or more days before due date,50% (assignments  or class notes only),3-5 hours,Yes,5+,Going out side with friends,revising the whole notes without short notes,library (self),from Professor in the class,Alone (don't study in group),1am,no,almost same as you in study,Healthy Relationship,10.0
03/08/2024 18:18:10,,Sai Krishna ,above 25,Male,St/Sc,Tertiary (graduation or above),Rural,2.5 - 5 lakh,no,No,80-90%,60-70%,Hindi,5.31,B.tech,Regional and private collages,90%,Hostel room,frequently (almost daily ),on the due date (night before),100% (class notes + assignments + book's que),2 hours or less,No,1-2 hours,almost sleeping all day,revising the whole notes without short notes,library (self),from Professor in the class,2,12am or before,yes,almost same as you in study,Healthy Relationship,10.0
01/08/2024 21:51:53,,Gagandeep kaur ,19-25,Female,other (PWD),Tertiary (graduation or above),Rural,above 10 lakh,no,No,80-90%,80-90%,"Regional languages (like Bangla, Oriya etc)",5.0,B.tech,Regional and private collages,80%,Hostel room,once in a while,2 or more days before due date,100% (class notes + assignments + book's que),2 hours or less,Yes,2-4 hours,Netflix and Chill,practice by writting,home (group study),reading from books,4,12am or before,no,almost same as you in study,Healthy Relationship,7.907
03/08/2024 14:16:35,,Smriti ,19-25,Female,General,Secondary (9-12),Urban,above 10 lakh,no,No,80-90%,80-90%,"Regional languages (like Bangla, Oriya etc)",5.0,MBA ,"Reputed University (like BHU, DU etc)",80%,Hostel room,frequently (almost daily ),missed some homeworks didn't complete,10% (nothing much),3-5 hours,Yes,1-2 hours,almost sleeping all day,revising the whole notes without short notes,library (self),reading from books,2,12am or before,yes,almost same as you in study,Single,6.68
01/08/2024 12:52:22,,Anu,0-18,Female,OBC,Tertiary (graduation or above),Urban,above 10 lakh,no,No,60-70%,80-90%,English,5.0,MA DEFENCE,Regional and private collages,90%,Home,frequently (almost daily ),missed some homeworks didn't complete,80% (Class notes + assignments),3-5 hours,Yes,5+,almost sleeping all day,practice by writting,library (group study),reading from books,3,12am or before,yes,better than you in study,Healthy Relationship,4.069
01/08/2024 13:02:08,,Sahadev,above 25,Male,St/Sc,Tertiary (graduation or above),Rural,2.5 - 5 lakh,no,No,Above 90%,80-90%,English,8.37,Government employee,Regional and private collages,70%,Home,once in a while,missed some homeworks didn't complete,50% (assignments  or class notes only),5+,Yes,0 hours,revising the week's study material,practice by writting,home (self),reading from books,2,1am,yes,almost same as you in study,Healthy Relationship,10.0
20/08/2024 22:20:30,,Harshita verma ,19-25,Male,General,Secondary (9-12),Urban,above 10 lakh,no,Yes,80-90%,80-90%,"Regional languages (like Bangla, Oriya etc)",9.73,B. Ed,Regional and private collages,90%,Hostel room,frequently (almost daily ),on the due date (night before),80% (Class notes + assignments),5+,Yes,1-2 hours,revising the week's study material,summarizing and making short notes,home (self),from friends after the class,3,12am or before,yes,almost same as you in study,Healthy Relationship,10.0
16/08/2024 21:48:11,,Shivani Thakur,0-18,Female,General,Tertiary (graduation or above),Rural,2.5 - 5 lakh,no,No,Above 90%,80-90%,Hindi,5.0,Mba,Regional and private collages,70%,Hostel room,frequently (almost daily ),on the due date (night before),80% (Class notes + assignments),5+,Yes,2-4 hours,Going out side with friends,practice by writting,library (self),reading from books,2,12am or before,yes,better than you in study,Healthy Relationship,9.709
02/08/2024 08:26:03,,Apurba Roy ,19-25,Male,General,Secondary (9-12),Rural,above 10 lakh,no,No,70-80%,80-90%,English,5.0,M.sc.,Regional and private collages,90%,Hostel room,frequently (almost daily ),2 or more days before due date,80% (Class notes + assignments),2 hours or less,No,1-2 hours,Netflix and Chill,practice by writting,library (self),reading from books,Alone (don't study in group),12am or before,yes,almost same as you in study,Single,6.599
01/08/2024 12:51:26,,SM,above 25,Female,St/Sc,Tertiary (graduation or above),Rural,2.5 - 5 lakh,yes,No,80-90%,Above 90%,English,5.69,M.sc.,IIT,90%,Hostel room,frequently (almost daily ),2 or more days before due date,80% (Class notes + assignments),2 hours or less,No,5+,revising the week's study material,practice by writting,home (group study),reading from books,Alone (don't study in group),2 am,yes,almost same as you in study,Single,8.996
01/08/2024 13:24:05,,Roshani,19-25,Female,General,Tertiary (graduation or above),Semi-Urban,1 - 2.5 lakh,no,Yes,80-90%,80-90%,English,5.0,Pcs ,"Reputed University (like BHU, DU etc)",90%,Hostel room,frequently (almost daily ),2 or more days before due date,80% (Class notes + assignments),3-5 hours,No,2-4 hours,almost sleeping all day,revising the whole notes without short notes,library (self),from friends after the class,3,1am,yes,better than you in study,Healthy Relationship,7.373
01/08/2024 12:51:26,,Saurabh ,19-25,Female,General,Tertiary (graduation or above),Rural,5 - 10 lakh,yes,Yes,80-90%,60-70%,English,9.73,M.sc.,IIT,80%,Hostel room,frequently (almost daily ),on the due date (night before),80% (Class notes + assignments),3-5 hours,Yes,1-2 hours,almost sleeping all day,practice by writting,home (self),from youtube or some online platforms,Alone (don't study in group),12am or before,yes,almost same as you in study,Single,10.0
17/08/2024 10:52:52,,Sai Krishna ,19-25,Male,General,Tertiary (graduation or above),Rural,above 10 lakh,no,No,80-90%,80-90%,English,5.0,B. Ed,NIT,90%,Hostel room,frequently (almost daily ),on the due date (night before),100% (class notes + assignments + book's que),2 hours or less,Yes,2-4 hours,almost sleeping all day,practice by writting,library (self),reading from books,2,1am,yes,better than you in study,Healthy Relationship,10.0
03/08/2024 17:13:04,,Navdeep joshi,above 25,Female,St/Sc,Tertiary (graduation or above),Semi-Urban,Below 1 lakh,no,No,80-90%,80-90%,English,5.0,B.sc.,"Reputed University (like BHU, DU etc)",90%,Hostel room,once in a while,missed some homeworks didn't complete,50% (assignments  or class notes only),3-5 hours,No,2-4 hours,Netflix and Chill,practice by writting,library (self),reading from books,3,12am or before,yes,almost same as you in study,Single,4.53
03/08/2024 13:49:45,,Anamica Thakur ,19-25,Female,General,Tertiary (graduation or above),Rural,2.5 - 5 lakh,yes,Yes,70-80%,Above 90%,Hindi,8.85,Phd,IIT,80%,Hostel room,frequently (almost daily ),2 or more days before due date,80% (Class notes + assignments),2 hours or less,Yes,2-4 hours,revising the week's study material,revising the whole notes without short notes,home (self),from friends after the class,2,12am or before,yes,almost same as you in study,Healthy Relationship,10.0
02/08/2024 11:14:54,,String theory,19-25,Male,General,Secondary (9-12),Rural,1 - 2.5 lakh,no,No,60-70%,80-90%,Hindi,9.73,M.tech,NIT,70%,Home,frequently (almost daily ),missed some homeworks didn't complete,80% (Class notes + assignments),2 hours or less,No,2-4 hours,almost sleeping all day,revising the whole notes without short notes,home (self),from friends after the class,Alone (don't study in group),2 am,yes,almost same as you in study,Single,10.0
02/08/2024 20:15:57,,Anamica Thakur ,19-25,Female,General,Secondary (9-12),Rural,2.5 - 5 lakh,no,No,Above 90%,80-90%,English,7.06,M.sc.,Regional and private collages,70%,PG room,frequently (almost daily ),missed some homeworks didn't complete,10% (nothing much),5+,Yes,2-4 hours,revising the week's study material,practice by writting,library (self),from youtube or some online platforms,Alone (don't study in group),12am or before,yes,almost same as you in study,Single,9.052
11/08/2024 05:31:27,,Beta,19-25,Male,General,Tertiary (graduation or above),Semi-Urban,2.5 - 5 lakh,no,Yes,70-80%,70-80%,English,9.39,MA,Regional and private collages,70%,PG room,frequently (almost daily ),2 or more days before due date,80% (Class notes + assignments),3-5 hours,Yes,2-4 hours,almost sleeping all day,revising the whole notes without short notes,home (self),from youtube or some online platforms,4,1am,no,almost same as you in study,Healthy Relationship,10.0
01/08/2024 19:12:45,,Beta,above 25,Female,General,Tertiary (graduation or above),Rural,above 10 lakh,no,No,60-70%,Above 90%,English,5.0,M.tech,NIT,80%,Hostel room,once in a while,missed some homeworks didn't complete,50% (assignments  or class notes only),2 hours or less,Yes,2-4 hours,Going out side with friends,revising the whole notes without short notes,home (self),reading from books,4,12am or before,yes,better than you in study,Single,10.0
01/08/2024 12:40:49,,Apan,19-25,Male,General,Tertiary (graduation or above),Rural,5 - 10 lakh,no,No,80-90%,80-90%,English,8.7,B.sc.,IIT,90%,Hostel room,frequently (almost daily ),2 or more days before due date,50% (assignments  or class notes only),2 hours or less,Yes,5+,Going out side with friends,revising the whole notes without short notes,home (self),from youtube or some online platforms,2,2 am,yes,almost same as you in study,Toxic Relationship,10.0
17/08/2024 07:08:26,,Jyoti,19-25,Female,OBC,Tertiary (graduation or above),Rural,2.5 - 5 lakh,no,No,Above 90%,Above 90%,"Regional languages (like Bangla, Oriya etc)",5.0,B.tech,"Reputed University (like BHU, DU etc)",70%,Hostel room,once in a while,2 or more days before due date,10% (nothing much),3-5 hours,No,2-4 hours,Going out side with friends,revising the whole notes without short notes,home (group study),from friends after the class,2,2 am,yes,almost same as you in study,Single,10.0
01/08/2024 21:50:51,,Navv,19-25,Female,General,Tertiary (graduation or above),Urban,Below 1 lakh,yes,No,Above 90%,80-90%,English,8.32,M.sc.,IIT,80%,Home,frequently (almost daily ),2 or more days before due date,80% (Class notes + assignments),3-5 hours,Yes,5+,almost sleeping all day,revising the whole notes without short notes,home (self),reading from books,Alone (don't study in group),2 am,yes,almost same as you in study,Healthy Relationship,10.0
01/08/2024 21:59:35,,Kanika,19-25,Female,St/Sc,Tertiary (graduation or above),Rural,5 - 10 lakh,no,No,80-90%,70-80%,English,8.27,B.tech,Regional and private collages,90%,Home,frequently (almost daily ),missed some homeworks didn't complete,80% (Class notes + assignments),2 hours or less,No,2-4 hours,Netflix and Chill,revising the whole notes without short notes,home (self),from Professor in the class,2,12am or before,no,almost same as you in study,Single,10.0
01/08/2024 12:58:08,,Davender,19-25,Female,General,Tertiary (graduation or above),Rural,Below 1 lakh,yes,No,Above 90%,80-90%,English,5.72,M.sc.,Regional and private collages,90%,Hostel room,never,missed some homeworks didn't complete,100% (class notes + assignments + book's que),3-5 hours,No,2-4 hours,almost sleeping all day,practice by writting,home (self),from youtube or some online platforms,2,12am or before,yes,better than you in study,Toxic Relationship,8.542
